jns_karantina;komoditas;Satuan;Harga;komsat
I;Whitepaper Fish;ekor;70000;Whitepaper Fish/ekor
I;Whitting Fish;ekor;70000;Whitting Fish/ekor
I;Whitting Fish;kilogram;70000;Whitting Fish/kilogram
I;Wrasse;ekor;70000;Wrasse/ekor
T;ACAR;kilogram;60000;ACAR/kilogram
T;ACORUS;buah/butir/batang;60000;ACORUS/buah/butir/batang
T;ACORUS;kilogram;60000;ACORUS/kilogram
T;ADAS MANIS;buah/butir/batang;60000;ADAS MANIS/buah/butir/batang
T;ADAS MANIS;kilogram;60000;ADAS MANIS/kilogram
T;ADAS MANIS;ton;60000;ADAS MANIS/ton
T;ADAS PEDAS;buah/butir/batang;60000;ADAS PEDAS/buah/butir/batang
T;ADAS PEDAS;gram;60000;ADAS PEDAS/gram
T;ADAS PEDAS;kilogram;60000;ADAS PEDAS/kilogram
T;ADAS PEDAS;ton;60000;ADAS PEDAS/ton
T;ADENIUM;buah/butir/batang;60000;ADENIUM/buah/butir/batang
T;ADENIUM;gram;60000;ADENIUM/gram
T;AGAR LAUT;kilogram;60000;AGAR LAUT/kilogram
T;Agar-agar;kilogram;60000;Agar-agar/kilogram
T;AIR KELAPA;kilogram;60000;AIR KELAPA/kilogram
T;AIR KELAPA;liter;60000;AIR KELAPA/liter
T;AIR KELAPA;ton;60000;AIR KELAPA/ton
T;Air Rendaman Jagung;kilogram;60000;Air Rendaman Jagung/kilogram
T;Akalipa Brocoli Hijau;kilogram;60000;Akalipa Brocoli Hijau/kilogram
T;AKAR LAKA;kilogram;60000;AKAR LAKA/kilogram
T;AKAR MURBEI;buah/butir/batang;60000;AKAR MURBEI/buah/butir/batang
T;AKAR MURBEI;kilogram;60000;AKAR MURBEI/kilogram
T;AKAR PAKIS;buah/butir/batang;60000;AKAR PAKIS/buah/butir/batang
T;AKAR PAKIS;gram;60000;AKAR PAKIS/gram
T;AKAR PAKIS;kilogram;60000;AKAR PAKIS/kilogram
T;AKAR PASAK BUMI;gram;60000;AKAR PASAK BUMI/gram
T;AKAR PASAK BUMI;kilogram;60000;AKAR PASAK BUMI/kilogram
T;Akar Tunjuk langit;kilogram;60000;Akar Tunjuk langit/kilogram
T;AKAR WANGI;gram;60000;AKAR WANGI/gram
T;AKAR WANGI;kilogram;60000;AKAR WANGI/kilogram
T;ALANG-ALANG;kilogram;60000;ALANG-ALANG/kilogram
T;ALANG-ALANG;meter kubik;60000;ALANG-ALANG/meter kubik
T;ALANG-ALANG;ton;60000;ALANG-ALANG/ton
T;ALFALFA;buah/butir/batang;60000;ALFALFA/buah/butir/batang
T;ALFALFA;kilogram;60000;ALFALFA/kilogram
T;ALMON;buah/butir/batang;60000;ALMON/buah/butir/batang
T;ALMON;gram;60000;ALMON/gram
T;ALMON;kilogram;60000;ALMON/kilogram
T;ALMON;ton;60000;ALMON/ton
T;ALOCASIA;buah/butir/batang;60000;ALOCASIA/buah/butir/batang
T;ALOCASIA;gram;60000;ALOCASIA/gram
T;ALOCASIA;kilogram;60000;ALOCASIA/kilogram
T;ALPUKAT;buah/butir/batang;60000;ALPUKAT/buah/butir/batang
T;ALPUKAT;gram;60000;ALPUKAT/gram
T;ALPUKAT;kilogram;60000;ALPUKAT/kilogram
T;ALTERNANTHERA;buah/butir/batang;60000;ALTERNANTHERA/buah/butir/batang
T;ALTERNANTHERA;meter kubik;60000;ALTERNANTHERA/meter kubik
T;AMBULIA;buah/butir/batang;60000;AMBULIA/buah/butir/batang
T;AMERICAN LIZARD TAIL;buah/butir/batang;60000;AMERICAN LIZARD TAIL/buah/butir/batang
T;AMMANIA SP;buah/butir/batang;60000;AMMANIA SP/buah/butir/batang
T;AMMORICIA;buah/butir/batang;60000;AMMORICIA/buah/butir/batang
T;AMPAS KULIT NANAS;gram;60000;AMPAS KULIT NANAS/gram
T;AMPAS KULIT NANAS;kilogram;60000;AMPAS KULIT NANAS/kilogram
T;AMPAS MINYAK SEREH;buah/butir/batang;60000;AMPAS MINYAK SEREH/buah/butir/batang
T;AMPAS MINYAK SEREH;kilogram;60000;AMPAS MINYAK SEREH/kilogram
T;AMPAS SAWIT;gram;60000;AMPAS SAWIT/gram
T;AMPAS SAWIT;kilogram;60000;AMPAS SAWIT/kilogram
T;AMPAS SAWIT;meter kubik;60000;AMPAS SAWIT/meter kubik
T;AMPAS SAWIT;ton;60000;AMPAS SAWIT/ton
T;Ampas Tebu;kilogram;60000;Ampas Tebu/kilogram
T;ANDALIMAN;gram;60000;ANDALIMAN/gram
T;ANDALIMAN;kilogram;60000;ANDALIMAN/kilogram
T;ANDALIMAN;ton;60000;ANDALIMAN/ton
T;ANDEWI;buah/butir/batang;60000;ANDEWI/buah/butir/batang
T;ANDEWI;kilogram;60000;ANDEWI/kilogram
T;ANGGUR BRAZIL;buah/butir/batang;60000;ANGGUR BRAZIL/buah/butir/batang
T;ANGGUR BRAZIL;kilogram;60000;ANGGUR BRAZIL/kilogram
T;ANUBIAS SP;buah/butir/batang;60000;ANUBIAS SP/buah/butir/batang
T;APONOGETON;buah/butir/batang;60000;APONOGETON/buah/butir/batang
T;APRICOT;kilogram;60000;APRICOT/kilogram
T;ARANG;kilogram;60000;ARANG/kilogram
T;ARANG;ton;60000;ARANG/ton
T;ARDISIA;buah/butir/batang;60000;ARDISIA/buah/butir/batang
T;ARDISIA;gram;60000;ARDISIA/gram
T;ARDISIA;kilogram;60000;ARDISIA/kilogram
T;ARECACEAE;box;60000;ARECACEAE/box
T;ARECACEAE;buah/butir/batang;60000;ARECACEAE/buah/butir/batang
T;ARECACEAE;gram;60000;ARECACEAE/gram
T;ARECACEAE;kilogram;60000;ARECACEAE/kilogram
T;ARTHICOKES;buah/butir/batang;60000;ARTHICOKES/buah/butir/batang
T;ARTHICOKES;kilogram;60000;ARTHICOKES/kilogram
T;ASAM CEKALA;kilogram;60000;ASAM CEKALA/kilogram
T;ASAM JAWA;box;60000;ASAM JAWA/box
T;ASAM JAWA;buah/butir/batang;60000;ASAM JAWA/buah/butir/batang
T;ASAM JAWA;gram;60000;ASAM JAWA/gram
T;ASAM JAWA;kilogram;60000;ASAM JAWA/kilogram
T;ASAM JAWA;meter kubik;60000;ASAM JAWA/meter kubik
T;ASAM JAWA;ton;60000;ASAM JAWA/ton
T;ASAM KERANJI;kilogram;60000;ASAM KERANJI/kilogram
T;Asam Paya/Asam Maram;kilogram;60000;Asam Paya/Asam Maram/kilogram
T;ASPARAGUS;buah/butir/batang;60000;ASPARAGUS/buah/butir/batang
T;ASPARAGUS;kilogram;60000;ASPARAGUS/kilogram
T;ATE;meter kubik;60000;ATE/meter kubik
T;BABY PAKCOI;gram;60000;BABY PAKCOI/gram
T;BABY PAKCOI;kilogram;60000;BABY PAKCOI/kilogram
T;BACOPA;buah/butir/batang;60000;BACOPA/buah/butir/batang
T;BAHAN BAKU LAIN;bag;60000;BAHAN BAKU LAIN/bag
T;BAHAN BAKU LAIN;botol;60000;BAHAN BAKU LAIN/botol
T;BAHAN BAKU LAIN;buah/butir/batang;60000;BAHAN BAKU LAIN/buah/butir/batang
T;BAHAN BAKU LAIN;carton;60000;BAHAN BAKU LAIN/carton
T;BAHAN BAKU LAIN;gram;60000;BAHAN BAKU LAIN/gram
T;BAHAN BAKU LAIN;kemasan;60000;BAHAN BAKU LAIN/kemasan
T;BAHAN BAKU LAIN;kilogram;60000;BAHAN BAKU LAIN/kilogram
T;BAHAN BAKU LAIN;liter;60000;BAHAN BAKU LAIN/liter
T;BAHAN BAKU LAIN;meter kubik;60000;BAHAN BAKU LAIN/meter kubik
T;BAHAN BAKU LAIN;ton;60000;BAHAN BAKU LAIN/ton
T;Bahan Baku Sabun;kilogram;60000;Bahan Baku Sabun/kilogram
T;BAHAN CAMPURAN;gram;60000;BAHAN CAMPURAN/gram
T;BAHAN CAMPURAN;kilogram;60000;BAHAN CAMPURAN/kilogram
T;BAHAN CAMPURAN;liter;60000;BAHAN CAMPURAN/liter
T;BAHAN JAMU-JAMUAN;gram;60000;BAHAN JAMU-JAMUAN/gram
T;BAHAN JAMU-JAMUAN;kemasan;60000;BAHAN JAMU-JAMUAN/kemasan
T;BAHAN JAMU-JAMUAN;kilogram;60000;BAHAN JAMU-JAMUAN/kilogram
T;BAHAN JAMU-JAMUAN;ton;60000;BAHAN JAMU-JAMUAN/ton
T;BAHAN KEMAS;box;60000;BAHAN KEMAS/box
T;BAHAN KEMAS;buah/butir/batang;60000;BAHAN KEMAS/buah/butir/batang
T;BAHAN KEMAS;kemasan;60000;BAHAN KEMAS/kemasan
T;BAHAN KEMAS;meter kubik;60000;BAHAN KEMAS/meter kubik
T;BAHAN KEMAS;peti kemas;60000;BAHAN KEMAS/peti kemas
T;BAHAN KEMAS;ton;60000;BAHAN KEMAS/ton
T;BAJAKAH;gram;60000;BAJAKAH/gram
T;BAJAKAH;kemasan;60000;BAJAKAH/kemasan
T;BAJAKAH;kilogram;60000;BAJAKAH/kilogram
T;Balibong;buah/butir/batang;60000;Balibong/buah/butir/batang
T;BALOK KAYU KELAPA;buah/butir/batang;60000;BALOK KAYU KELAPA/buah/butir/batang
T;BALOK KAYU KELAPA;kilogram;60000;BALOK KAYU KELAPA/kilogram
T;BALOK KAYU KELAPA;meter kubik;60000;BALOK KAYU KELAPA/meter kubik
T;BAMBU;bag;60000;BAMBU/bag
T;BAMBU;buah/butir/batang;60000;BAMBU/buah/butir/batang
T;BAMBU;bundle;60000;BAMBU/bundle
T;BAMBU;carton;60000;BAMBU/carton
T;BAMBU;dozen;60000;BAMBU/dozen
T;BAMBU;gram;60000;BAMBU/gram
T;BAMBU;kemasan;60000;BAMBU/kemasan
T;BAMBU;kilogram;60000;BAMBU/kilogram
T;BAMBU;kilogram per second;60000;BAMBU/kilogram per second
T;BAMBU;meter kubik;60000;BAMBU/meter kubik
T;BAMBU;meter persegi;60000;BAMBU/meter persegi
T;BAMBU;pair;60000;BAMBU/pair
T;BAMBU;set;60000;BAMBU/set
T;BAMBU;ton;60000;BAMBU/ton
T;BARANG KEPERLUAN PRIBADI;buah/butir/batang;60000;BARANG KEPERLUAN PRIBADI/buah/butir/batang
T;BARANG KEPERLUAN PRIBADI;kilogram;60000;BARANG KEPERLUAN PRIBADI/kilogram
T;BARLEI;each;60000;BARLEI/each
T;BARLEI;kemasan;60000;BARLEI/kemasan
T;BARLEI;kilogram;60000;BARLEI/kilogram
T;BARLEI;net kilogram;60000;BARLEI/net kilogram
T;BARLEI;sack;60000;BARLEI/sack
T;BARLEY;kilogram;60000;BARLEY/kilogram
T;BARLEY;net kilogram;60000;BARLEY/net kilogram
T;BATANG KELAPA;gram;60000;BATANG KELAPA/gram
T;BATANG KELAPA;kilogram;60000;BATANG KELAPA/kilogram
T;BATANG KELAPA;meter kubik;60000;BATANG KELAPA/meter kubik
T;BATANG PADI;gram;60000;BATANG PADI/gram
T;BATANG PADI;kilogram;60000;BATANG PADI/kilogram
T;BAWANG BOMBAI;bag;60000;BAWANG BOMBAI/bag
T;BAWANG BOMBAI;carton;60000;BAWANG BOMBAI/carton
T;BAWANG BOMBAI;kemasan;60000;BAWANG BOMBAI/kemasan
T;BAWANG BOMBAI;kilogram;60000;BAWANG BOMBAI/kilogram
T;BAWANG BOMBAI;kilogram per second;60000;BAWANG BOMBAI/kilogram per second
T;BAWANG BOMBAI;ton;60000;BAWANG BOMBAI/ton
T;BAWANG DAUN;buah/butir/batang;60000;BAWANG DAUN/buah/butir/batang
T;BAWANG DAUN;gram;60000;BAWANG DAUN/gram
T;BAWANG DAUN;kilogram;60000;BAWANG DAUN/kilogram
T;BAWANG DAUN;ton;60000;BAWANG DAUN/ton
T;BAWANG DAYAK;gram;60000;BAWANG DAYAK/gram
T;BAWANG DAYAK;kilogram;60000;BAWANG DAYAK/kilogram
T;BAWANG MERAH;buah/butir/batang;60000;BAWANG MERAH/buah/butir/batang
T;BAWANG MERAH;carton;60000;BAWANG MERAH/carton
T;BAWANG MERAH;gram;60000;BAWANG MERAH/gram
T;BAWANG MERAH;kilogram;60000;BAWANG MERAH/kilogram
T;BAWANG MERAH;ton;60000;BAWANG MERAH/ton
T;BAWANG PREI BESAR;buah/butir/batang;60000;BAWANG PREI BESAR/buah/butir/batang
T;BAWANG PREI BESAR;kilogram;60000;BAWANG PREI BESAR/kilogram
T;BAWANG PUTIH;bag;60000;BAWANG PUTIH/bag
T;BAWANG PUTIH;carton;60000;BAWANG PUTIH/carton
T;BAWANG PUTIH;gram;60000;BAWANG PUTIH/gram
T;BAWANG PUTIH;kemasan;60000;BAWANG PUTIH/kemasan
T;BAWANG PUTIH;kilogram;60000;BAWANG PUTIH/kilogram
T;BAWANG PUTIH;liter;60000;BAWANG PUTIH/liter
T;BAWANG PUTIH;meter kubik;60000;BAWANG PUTIH/meter kubik
T;BAWANG PUTIH;ton;60000;BAWANG PUTIH/ton
T;BAY LEAF;carton;60000;BAY LEAF/carton
T;BAY LEAF;kilogram;60000;BAY LEAF/kilogram
T;BAY LEAF;ton;60000;BAY LEAF/ton
T;BEET;box;60000;BEET/box
T;BEET;kilogram;60000;BEET/kilogram
T;BEKATUL;kilogram;60000;BEKATUL/kilogram
T;BEKATUL;kilogram of phosphorus pentoxide (phosphoric anhydride);60000;BEKATUL/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;BEKATUL;sack;60000;BEKATUL/sack
T;BELIMBING WULUH;kilogram;60000;BELIMBING WULUH/kilogram
T;BENGKOANG;box;60000;BENGKOANG/box
T;BENGKOANG;kilogram;60000;BENGKOANG/kilogram
T;BENIH ARECA(PLM);buah/butir/batang;60000;BENIH ARECA(PLM)/buah/butir/batang
T;BENIH ARECA(PLM);gram;60000;BENIH ARECA(PLM)/gram
T;BENIH ARECA(PLM);kilogram;60000;BENIH ARECA(PLM)/kilogram
T;BENIH ASPARAGUS;kilogram;60000;BENIH ASPARAGUS/kilogram
T;BENIH BAWANG DAUN;kilogram;60000;BENIH BAWANG DAUN/kilogram
T;BENIH BAYAM;buah/butir/batang;60000;BENIH BAYAM/buah/butir/batang
T;BENIH BAYAM;kilogram;60000;BENIH BAYAM/kilogram
T;BENIH BROCCOLI;box;60000;BENIH BROCCOLI/box
T;BENIH BROCCOLI;kilogram;60000;BENIH BROCCOLI/kilogram
T;BENIH BUNCHING ONION PARADE;kilogram;60000;BENIH BUNCHING ONION PARADE/kilogram
T;BENIH BUNCIS;kilogram;60000;BENIH BUNCIS/kilogram
T;BENIH BUNGA;buah/butir/batang;60000;BENIH BUNGA/buah/butir/batang
T;BENIH BUNGA;gram;60000;BENIH BUNGA/gram
T;BENIH BUNGA ASTER;buah/butir/batang;60000;BENIH BUNGA ASTER/buah/butir/batang
T;BENIH BUNGA BALLON;kilogram;60000;BENIH BUNGA BALLON/kilogram
T;BENIH BUNGA CARNATION;buah/butir/batang;60000;BENIH BUNGA CARNATION/buah/butir/batang
T;BENIH BUNGA COSMOS;buah/butir/batang;60000;BENIH BUNGA COSMOS/buah/butir/batang
T;BENIH BUNGA DAHLIA;buah/butir/batang;60000;BENIH BUNGA DAHLIA/buah/butir/batang
T;BENIH BUNGA DAHLIA;kilogram;60000;BENIH BUNGA DAHLIA/kilogram
T;BENIH BUNGA FRENCH MARIGOLD;gram;60000;BENIH BUNGA FRENCH MARIGOLD/gram
T;BENIH BUNGA FRENCH MARIGOLD;kilogram;60000;BENIH BUNGA FRENCH MARIGOLD/kilogram
T;BENIH BUNGA GRANDIFLORA;buah/butir/batang;60000;BENIH BUNGA GRANDIFLORA/buah/butir/batang
T;BENIH BUNGA KOL;box;60000;BENIH BUNGA KOL/box
T;BENIH BUNGA KOL;gram;60000;BENIH BUNGA KOL/gram
T;BENIH BUNGA KOL;kilogram;60000;BENIH BUNGA KOL/kilogram
T;BENIH BUNGA LATHYRUS;buah/butir/batang;60000;BENIH BUNGA LATHYRUS/buah/butir/batang
T;BENIH BUNGA MATAHARI;carton;60000;BENIH BUNGA MATAHARI/carton
T;BENIH BUNGA MATAHARI;kilogram;60000;BENIH BUNGA MATAHARI/kilogram
T;BENIH BUNGA MORNING GLORY;kilogram;60000;BENIH BUNGA MORNING GLORY/kilogram
T;BENIH BUNGA PETUNIA;gram;60000;BENIH BUNGA PETUNIA/gram
T;BENIH BUNGA POPPY;ton;60000;BENIH BUNGA POPPY/ton
T;BENIH BUNGA SALVIA;gram;60000;BENIH BUNGA SALVIA/gram
T;BENIH BUNGA SNAPDRAGON;kilogram;60000;BENIH BUNGA SNAPDRAGON/kilogram
T;BENIH BUNGA SWEET PEA;kilogram;60000;BENIH BUNGA SWEET PEA/kilogram
T;BENIH CABE;gram;60000;BENIH CABE/gram
T;BENIH CABE;kemasan;60000;BENIH CABE/kemasan
T;BENIH CABE;kilogram;60000;BENIH CABE/kilogram
T;BENIH CABE;ton;60000;BENIH CABE/ton
T;BENIH CABE PAPRIKA;kilogram;60000;BENIH CABE PAPRIKA/kilogram
T;BENIH CABE VAR ROSHI;kilogram;60000;BENIH CABE VAR ROSHI/kilogram
T;BENIH CHICORY;kilogram;60000;BENIH CHICORY/kilogram
T;BENIH DAUN BASIL;kilogram;60000;BENIH DAUN BASIL/kilogram
T;BENIH DAUN BASIL;ton;60000;BENIH DAUN BASIL/ton
T;BENIH DAUN PERAK;buah/butir/batang;60000;BENIH DAUN PERAK/buah/butir/batang
T;BENIH DRYMOPHLEUS(PLM);buah/butir/batang;60000;BENIH DRYMOPHLEUS(PLM)/buah/butir/batang
T;BENIH EUCALYPTUS;buah/butir/batang;60000;BENIH EUCALYPTUS/buah/butir/batang
T;BENIH EUCALYPTUS;kilogram;60000;BENIH EUCALYPTUS/kilogram
T;BENIH EUPHORBIA;buah/butir/batang;60000;BENIH EUPHORBIA/buah/butir/batang
T;BENIH GANDUM;kilogram;60000;BENIH GANDUM/kilogram
T;BENIH KACANG PANJANG;gram;60000;BENIH KACANG PANJANG/gram
T;BENIH KACANG PANJANG;kilogram;60000;BENIH KACANG PANJANG/kilogram
T;BENIH KANGKUNG;gram;60000;BENIH KANGKUNG/gram
T;BENIH KANGKUNG;kilogram;60000;BENIH KANGKUNG/kilogram
T;BENIH KAPRI;kilogram;60000;BENIH KAPRI/kilogram
T;BENIH KARET;buah/butir/batang;60000;BENIH KARET/buah/butir/batang
T;BENIH KARET;kilogram;60000;BENIH KARET/kilogram
T;BENIH KAYU AFRIKA;meter kubik;60000;BENIH KAYU AFRIKA/meter kubik
T;BENIH KEDELAI;ton;60000;BENIH KEDELAI/ton
T;BENIH KELAPA SAWIT;box;60000;BENIH KELAPA SAWIT/box
T;BENIH KELAPA SAWIT;buah/butir/batang;60000;BENIH KELAPA SAWIT/buah/butir/batang
T;BENIH KELAPA SAWIT;kilogram;60000;BENIH KELAPA SAWIT/kilogram
T;BENIH KELAPA SAWIT;ton;60000;BENIH KELAPA SAWIT/ton
T;BENIH KENAP;kilogram;60000;BENIH KENAP/kilogram
T;BENIH KETIMUN;gram;60000;BENIH KETIMUN/gram
T;BENIH KETIMUN;kemasan;60000;BENIH KETIMUN/kemasan
T;BENIH KETIMUN;kilogram;60000;BENIH KETIMUN/kilogram
T;BENIH KETUMBAR;kilogram;60000;BENIH KETUMBAR/kilogram
T;BENIH KETUMBAR;ton;60000;BENIH KETUMBAR/ton
T;BENIH KUBIS;box;60000;BENIH KUBIS/box
T;BENIH KUBIS;buah/butir/batang;60000;BENIH KUBIS/buah/butir/batang
T;BENIH KUBIS;gram;60000;BENIH KUBIS/gram
T;BENIH KUBIS;kilogram;60000;BENIH KUBIS/kilogram
T;BENIH LABU;kilogram;60000;BENIH LABU/kilogram
T;BENIH LAMTORO GUNG;kilogram;60000;BENIH LAMTORO GUNG/kilogram
T;BENIH LETTUCE;kilogram;60000;BENIH LETTUCE/kilogram
T;BENIH LOBAK;box;60000;BENIH LOBAK/box
T;BENIH LOBAK;kilogram;60000;BENIH LOBAK/kilogram
T;BENIH LOBAK MERAH;kilogram;60000;BENIH LOBAK MERAH/kilogram
T;BENIH MELON;box;60000;BENIH MELON/box
T;BENIH MELON;gram;60000;BENIH MELON/gram
T;BENIH MELON;kilogram;60000;BENIH MELON/kilogram
T;BENIH MOSTER;bag;60000;BENIH MOSTER/bag
T;BENIH MOSTER;kilogram;60000;BENIH MOSTER/kilogram
T;BENIH MUCUNA;kilogram;60000;BENIH MUCUNA/kilogram
T;BENIH OYONG;kilogram;60000;BENIH OYONG/kilogram
T;BENIH PADI;kemasan;60000;BENIH PADI/kemasan
T;BENIH PADI;kilogram;60000;BENIH PADI/kilogram
T;BENIH PAKIS HAJI;buah/butir/batang;60000;BENIH PAKIS HAJI/buah/butir/batang
T;BENIH PALEM;buah/butir/batang;60000;BENIH PALEM/buah/butir/batang
T;BENIH PALEM;gram;60000;BENIH PALEM/gram
T;BENIH PALEM;kilogram;60000;BENIH PALEM/kilogram
T;BENIH PALEM ARCHONTOPHOENIX;buah/butir/batang;60000;BENIH PALEM ARCHONTOPHOENIX/buah/butir/batang
T;BENIH PALEM ARCHONTOPHOENIX;kilogram;60000;BENIH PALEM ARCHONTOPHOENIX/kilogram
T;BENIH PALEM ARECA;buah/butir/batang;60000;BENIH PALEM ARECA/buah/butir/batang
T;BENIH PALEM ARECA;kilogram;60000;BENIH PALEM ARECA/kilogram
T;BENIH PALEM CARYOTA;kilogram;60000;BENIH PALEM CARYOTA/kilogram
T;BENIH PALEM CYRTOSTACHYS RENDRA;buah/butir/batang;60000;BENIH PALEM CYRTOSTACHYS RENDRA/buah/butir/batang
T;BENIH PALEM CYRTOSTACHYS RENDRA;kilogram;60000;BENIH PALEM CYRTOSTACHYS RENDRA/kilogram
T;BENIH PALEM EKOR TUPAI;buah/butir/batang;60000;BENIH PALEM EKOR TUPAI/buah/butir/batang
T;BENIH PALEM EKOR TUPAI;kilogram;60000;BENIH PALEM EKOR TUPAI/kilogram
T;BENIH PALEM JEPANG;buah/butir/batang;60000;BENIH PALEM JEPANG/buah/butir/batang
T;BENIH PALEM JEPANG;kilogram;60000;BENIH PALEM JEPANG/kilogram
T;BENIH PALEM KOL;kilogram;60000;BENIH PALEM KOL/kilogram
T;BENIH PALEM LICUALA;buah/butir/batang;60000;BENIH PALEM LICUALA/buah/butir/batang
T;BENIH PALEM LICUALA;gram;60000;BENIH PALEM LICUALA/gram
T;BENIH PALEM LICUALA;kilogram;60000;BENIH PALEM LICUALA/kilogram
T;BENIH PALEM SUGAR/AREN;buah/butir/batang;60000;BENIH PALEM SUGAR/AREN/buah/butir/batang
T;BENIH PALEM SUGAR/AREN;kilogram;60000;BENIH PALEM SUGAR/AREN/kilogram
T;BENIH PALEM VEITCHIA;buah/butir/batang;60000;BENIH PALEM VEITCHIA/buah/butir/batang
T;BENIH PALM ORANIA;kilogram;60000;BENIH PALM ORANIA/kilogram
T;BENIH PARIA;buah/butir/batang;60000;BENIH PARIA/buah/butir/batang
T;BENIH PARIA;kilogram;60000;BENIH PARIA/kilogram
T;BENIH PENNISETUM (JAWAWUT);buah/butir/batang;60000;BENIH PENNISETUM (JAWAWUT)/buah/butir/batang
T;BENIH PENNISETUM (JAWAWUT);kemasan;60000;BENIH PENNISETUM (JAWAWUT)/kemasan
T;BENIH PEPAYA;gram;60000;BENIH PEPAYA/gram
T;BENIH PEPAYA;kilogram;60000;BENIH PEPAYA/kilogram
T;BENIH PETSAI;kilogram;60000;BENIH PETSAI/kilogram
T;BENIH RUMPUT;kilogram;60000;BENIH RUMPUT/kilogram
T;BENIH SAWI;kilogram;60000;BENIH SAWI/kilogram
T;BENIH SAYURAN (CAMPURAN);buah/butir/batang;60000;BENIH SAYURAN (CAMPURAN)/buah/butir/batang
T;BENIH SAYURAN (CAMPURAN);gram;60000;BENIH SAYURAN (CAMPURAN)/gram
T;BENIH SAYURAN (CAMPURAN);kilogram;60000;BENIH SAYURAN (CAMPURAN)/kilogram
T;BENIH SELEDRI;carton;60000;BENIH SELEDRI/carton
T;BENIH SELEDRI;gram;60000;BENIH SELEDRI/gram
T;BENIH SELEDRI;kilogram;60000;BENIH SELEDRI/kilogram
T;BENIH SEMANGKA;gram;60000;BENIH SEMANGKA/gram
T;BENIH SEMANGKA;kilogram;60000;BENIH SEMANGKA/kilogram
T;BENIH SORGUM;kilogram;60000;BENIH SORGUM/kilogram
T;BENIH SORGUM;kilogram per second;60000;BENIH SORGUM/kilogram per second
T;BENIH TABEBUIA;buah/butir/batang;60000;BENIH TABEBUIA/buah/butir/batang
T;BENIH TABEBUIA;gram;60000;BENIH TABEBUIA/gram
T;BENIH TANAMAN PENUTUP;kilogram;60000;BENIH TANAMAN PENUTUP/kilogram
T;BENIH TEMBAKAU;kilogram;60000;BENIH TEMBAKAU/kilogram
T;BENIH TERUNG;buah/butir/batang;60000;BENIH TERUNG/buah/butir/batang
T;BENIH TERUNG;kilogram;60000;BENIH TERUNG/kilogram
T;BENIH TOMAT;box;60000;BENIH TOMAT/box
T;BENIH TOMAT;gram;60000;BENIH TOMAT/gram
T;BENIH TOMAT;kemasan;60000;BENIH TOMAT/kemasan
T;BENIH TOMAT;kilogram;60000;BENIH TOMAT/kilogram
T;BENIH UBIJALAR;kilogram;60000;BENIH UBIJALAR/kilogram
T;BENIH WALISONGO;buah/butir/batang;60000;BENIH WALISONGO/buah/butir/batang
T;BENIH WASABI;buah/butir/batang;60000;BENIH WASABI/buah/butir/batang
T;BENIH WASABI;kilogram;60000;BENIH WASABI/kilogram
T;BENIH WITLOOF CHICORY LASER;kilogram;60000;BENIH WITLOOF CHICORY LASER/kilogram
T;BENIH WORTEL;kilogram;60000;BENIH WORTEL/kilogram
T;BENIH YUCCA;buah/butir/batang;60000;BENIH YUCCA/buah/butir/batang
T;BENIH ZAMIA;box;60000;BENIH ZAMIA/box
T;BENIH ZAMIA;buah/butir/batang;60000;BENIH ZAMIA/buah/butir/batang
T;BERAS;bag;60000;BERAS/bag
T;BERAS;carton;60000;BERAS/carton
T;BERAS;gram;60000;BERAS/gram
T;BERAS;kemasan;60000;BERAS/kemasan
T;BERAS;kilogram;60000;BERAS/kilogram
T;BERAS;liter;60000;BERAS/liter
T;BERAS;meter kubik;60000;BERAS/meter kubik
T;BERAS;ton;60000;BERAS/ton
T;BERAS CAMPURAN;kilogram;60000;BERAS CAMPURAN/kilogram
T;BERAS KETAN;kilogram;60000;BERAS KETAN/kilogram
T;BERAS KETAN;ton;60000;BERAS KETAN/ton
T;BERI;case;60000;BERI/case
T;BERI;kilogram;60000;BERI/kilogram
T;BIBIT AGAPANTHUS;buah/butir/batang;60000;BIBIT AGAPANTHUS/buah/butir/batang
T;BIBIT AGAVE;buah/butir/batang;60000;BIBIT AGAVE/buah/butir/batang
T;BIBIT AGAVE;meter kubik;60000;BIBIT AGAVE/meter kubik
T;BIBIT AGLAONEMA;box;60000;BIBIT AGLAONEMA/box
T;BIBIT AGLAONEMA;buah/butir/batang;60000;BIBIT AGLAONEMA/buah/butir/batang
T;BIBIT AGLAONEMA;gram;60000;BIBIT AGLAONEMA/gram
T;BIBIT AGLAONEMA;kilogram;60000;BIBIT AGLAONEMA/kilogram
T;BIBIT AKASIA;kilogram;60000;BIBIT AKASIA/kilogram
T;BIBIT ALANG-ALANG;meter kubik;60000;BIBIT ALANG-ALANG/meter kubik
T;BIBIT ALLOCASIA;buah/butir/batang;60000;BIBIT ALLOCASIA/buah/butir/batang
T;BIBIT ALPUKAT;buah/butir/batang;60000;BIBIT ALPUKAT/buah/butir/batang
T;BIBIT AMARILIS;buah/butir/batang;60000;BIBIT AMARILIS/buah/butir/batang
T;BIBIT ANGGREK;botol;60000;BIBIT ANGGREK/botol
T;BIBIT ANGGREK;buah/butir/batang;60000;BIBIT ANGGREK/buah/butir/batang
