jns_karantina;komoditas;Satuan;Harga;komsat
T;KAYU OAK MERAH;buah/butir/batang;60000;KAYU OAK MERAH/buah/butir/batang
T;KAYU OAK MERAH;bundle;60000;KAYU OAK MERAH/bundle
T;KAYU OAK MERAH;cubic centimetre;60000;KAYU OAK MERAH/cubic centimetre
T;KAYU OAK MERAH;kilogram;60000;KAYU OAK MERAH/kilogram
T;KAYU OAK MERAH;meter kubik;60000;KAYU OAK MERAH/meter kubik
T;KAYU OAK MERAH;ton;60000;KAYU OAK MERAH/ton
T;KAYU OAK PUTIH;buah/butir/batang;60000;KAYU OAK PUTIH/buah/butir/batang
T;KAYU OAK PUTIH;bundle;60000;KAYU OAK PUTIH/bundle
T;KAYU OAK PUTIH;kemasan;60000;KAYU OAK PUTIH/kemasan
T;KAYU OAK PUTIH;kilogram;60000;KAYU OAK PUTIH/kilogram
T;KAYU OAK PUTIH;meter kubik;60000;KAYU OAK PUTIH/meter kubik
T;KAYU OAK PUTIH;ton;60000;KAYU OAK PUTIH/ton
T;KAYU OLAHAN;bag;60000;KAYU OLAHAN/bag
T;KAYU OLAHAN;box;60000;KAYU OLAHAN/box
T;KAYU OLAHAN;buah/butir/batang;60000;KAYU OLAHAN/buah/butir/batang
T;KAYU OLAHAN;carton;60000;KAYU OLAHAN/carton
T;KAYU OLAHAN;dozen;60000;KAYU OLAHAN/dozen
T;KAYU OLAHAN;kemasan;60000;KAYU OLAHAN/kemasan
T;KAYU OLAHAN;kilogram;60000;KAYU OLAHAN/kilogram
T;KAYU OLAHAN;kilogram of phosphorus pentoxide (phosphoric anhydride);60000;KAYU OLAHAN/kilogram of phosphorus pentoxide (phosphoric anhydride)
T;KAYU OLAHAN;kilogram per cubic metre;60000;KAYU OLAHAN/kilogram per cubic metre
T;KAYU OLAHAN;kilogram per second;60000;KAYU OLAHAN/kilogram per second
T;KAYU OLAHAN;lembar;60000;KAYU OLAHAN/lembar
T;KAYU OLAHAN;meter kubik;60000;KAYU OLAHAN/meter kubik
T;KAYU OLAHAN;meter persegi;60000;KAYU OLAHAN/meter persegi
T;KAYU OLAHAN;net ton;60000;KAYU OLAHAN/net ton
T;KAYU OLAHAN;pallet/unit load;60000;KAYU OLAHAN/pallet/unit load
T;KAYU OLAHAN;set;60000;KAYU OLAHAN/set
T;KAYU OLAHAN;ton;60000;KAYU OLAHAN/ton
T;KAYU PAKING;kemasan;60000;KAYU PAKING/kemasan
T;KAYU PAKING;kilogram;60000;KAYU PAKING/kilogram
T;KAYU PAKING;meter kubik;60000;KAYU PAKING/meter kubik
T;KAYU PAKING;peti kemas;60000;KAYU PAKING/peti kemas
T;KAYU PALLET;box;60000;KAYU PALLET/box
T;KAYU PALLET;buah/butir/batang;60000;KAYU PALLET/buah/butir/batang
T;KAYU PALLET;kemasan;60000;KAYU PALLET/kemasan
T;KAYU PALLET;kilogram;60000;KAYU PALLET/kilogram
T;KAYU PALLET;lembar;60000;KAYU PALLET/lembar
T;KAYU PALLET;meter kubik;60000;KAYU PALLET/meter kubik
T;KAYU PALLET;meter persegi;60000;KAYU PALLET/meter persegi
T;KAYU PALLET;peti kemas;60000;KAYU PALLET/peti kemas
T;KAYU PALLET;set;60000;KAYU PALLET/set
T;KAYU PALLET;ton;60000;KAYU PALLET/ton
T;KAYU PAPAN;kilogram;60000;KAYU PAPAN/kilogram
T;KAYU PAPAN;lembar;60000;KAYU PAPAN/lembar
T;KAYU PAPAN;meter kubik;60000;KAYU PAPAN/meter kubik
T;KAYU PAPAN;ton;60000;KAYU PAPAN/ton
T;KAYU PERSIMMON;box;60000;KAYU PERSIMMON/box
T;KAYU PERSIMMON;buah/butir/batang;60000;KAYU PERSIMMON/buah/butir/batang
T;KAYU PERSIMMON;gram;60000;KAYU PERSIMMON/gram
T;KAYU PERSIMMON;meter kubik;60000;KAYU PERSIMMON/meter kubik
T;KAYU PINUS;buah/butir/batang;60000;KAYU PINUS/buah/butir/batang
T;KAYU PINUS;bundle;60000;KAYU PINUS/bundle
T;KAYU PINUS;gram;60000;KAYU PINUS/gram
T;KAYU PINUS;kemasan;60000;KAYU PINUS/kemasan
T;KAYU PINUS;kilogram;60000;KAYU PINUS/kilogram
T;KAYU PINUS;meter kubik;60000;KAYU PINUS/meter kubik
T;KAYU PINUS;meter persegi;60000;KAYU PINUS/meter persegi
T;KAYU PINUS;ton;60000;KAYU PINUS/ton
T;KAYU POPLAR;kilogram;60000;KAYU POPLAR/kilogram
T;KAYU POPLAR;meter kubik;60000;KAYU POPLAR/meter kubik
T;KAYU POPLAR;ton;60000;KAYU POPLAR/ton
T;KAYU POPLAR KERING;bundle;60000;KAYU POPLAR KERING/bundle
T;KAYU POPLAR KERING;kilogram;60000;KAYU POPLAR KERING/kilogram
T;KAYU POPLAR KERING;meter kubik;60000;KAYU POPLAR KERING/meter kubik
T;KAYU POPLAR KERING;ton;60000;KAYU POPLAR KERING/ton
T;Kayu Putih;buah/butir/batang;60000;Kayu Putih/buah/butir/batang
T;Kayu Putih;kemasan;60000;Kayu Putih/kemasan
T;Kayu Putih;kilogram;60000;Kayu Putih/kilogram
T;Kayu Putih;liter;60000;Kayu Putih/liter
T;Kayu Putih;meter kubik;60000;Kayu Putih/meter kubik
T;Kayu Putih;ton;60000;Kayu Putih/ton
T;KAYU RAMIN;kilogram;60000;KAYU RAMIN/kilogram
T;KAYU RAMIN;meter kubik;60000;KAYU RAMIN/meter kubik
T;KAYU RECYCLE;kilogram;60000;KAYU RECYCLE/kilogram
T;KAYU ROSEWOOD;kilogram;60000;KAYU ROSEWOOD/kilogram
T;KAYU ROSEWOOD;meter kubik;60000;KAYU ROSEWOOD/meter kubik
T;KAYU ROSEWOOD;ton;60000;KAYU ROSEWOOD/ton
T;KAYU SAPELLI;bundle;60000;KAYU SAPELLI/bundle
T;KAYU SAPELLI;meter kubik;60000;KAYU SAPELLI/meter kubik
T;KAYU SAPELLI;ton;60000;KAYU SAPELLI/ton
T;KAYU SAWO;kilogram;60000;KAYU SAWO/kilogram
T;KAYU SENGON;buah/butir/batang;60000;KAYU SENGON/buah/butir/batang
T;KAYU SENGON;gram;60000;KAYU SENGON/gram
T;KAYU SENGON;kilogram;60000;KAYU SENGON/kilogram
T;KAYU SENGON;meter kubik;60000;KAYU SENGON/meter kubik
T;KAYU SENGON;ton;60000;KAYU SENGON/ton
T;KAYU SERPIHAN;gram;60000;KAYU SERPIHAN/gram
T;KAYU SERPIHAN;kilogram;60000;KAYU SERPIHAN/kilogram
T;KAYU SERPIHAN;kilogram per second;60000;KAYU SERPIHAN/kilogram per second
T;KAYU SERPIHAN;ton;60000;KAYU SERPIHAN/ton
T;KAYU SHINA;meter kubik;60000;KAYU SHINA/meter kubik
T;Kayu Sonokeling;kilogram;60000;Kayu Sonokeling/kilogram
T;Kayu Sonokeling;meter kubik;60000;Kayu Sonokeling/meter kubik
T;KAYU SPRUCE;kilogram;60000;KAYU SPRUCE/kilogram
T;KAYU SPRUCE;meter kubik;60000;KAYU SPRUCE/meter kubik
T;KAYU SPRUCE;ton;60000;KAYU SPRUCE/ton
T;KAYU TREMBESI;buah/butir/batang;60000;KAYU TREMBESI/buah/butir/batang
T;KAYU TREMBESI;kilogram;60000;KAYU TREMBESI/kilogram
T;KAYU TREMBESI;meter kubik;60000;KAYU TREMBESI/meter kubik
T;KAYU ULIN;meter kubik;60000;KAYU ULIN/meter kubik
T;KAYU VENEER;kilogram;60000;KAYU VENEER/kilogram
T;KAYU VENEER;meter kubik;60000;KAYU VENEER/meter kubik
T;KAYU WALNUT;meter kubik;60000;KAYU WALNUT/meter kubik
T;KAYU WALNUT;ton;60000;KAYU WALNUT/ton
T;KAYU WARU;kilogram;60000;KAYU WARU/kilogram
T;KAYU WARU;meter kubik;60000;KAYU WARU/meter kubik
T;KECIPIR;kilogram;60000;KECIPIR/kilogram
T;KECOMBRANG;buah/butir/batang;60000;KECOMBRANG/buah/butir/batang
T;KECOMBRANG;carton;60000;KECOMBRANG/carton
T;KECOMBRANG;kilogram;60000;KECOMBRANG/kilogram
T;KEDELAI;bag;60000;KEDELAI/bag
T;KEDELAI;gram;60000;KEDELAI/gram
T;KEDELAI;kemasan;60000;KEDELAI/kemasan
T;KEDELAI;kilogram;60000;KEDELAI/kilogram
T;KEDELAI;kilogram per second;60000;KEDELAI/kilogram per second
T;KEDELAI;ton;60000;KEDELAI/ton
T;KEDELE HITAM;kilogram;60000;KEDELE HITAM/kilogram
T;KEDONDONG;gram;60000;KEDONDONG/gram
T;KEDONDONG;kilogram;60000;KEDONDONG/kilogram
T;KELADI TIKUS;kilogram;60000;KELADI TIKUS/kilogram
T;KELAPA BULAT;bag;60000;KELAPA BULAT/bag
T;KELAPA BULAT;buah/butir/batang;60000;KELAPA BULAT/buah/butir/batang
T;KELAPA BULAT;gram;60000;KELAPA BULAT/gram
T;KELAPA BULAT;kemasan;60000;KELAPA BULAT/kemasan
T;KELAPA BULAT;kilogram;60000;KELAPA BULAT/kilogram
T;KELAPA BULAT;kilogram per second;60000;KELAPA BULAT/kilogram per second
T;KELAPA BULAT;peti kemas;60000;KELAPA BULAT/peti kemas
T;KELAPA BULAT;ton;60000;KELAPA BULAT/ton
T;KELAPA BUNGKIL;kilogram;60000;KELAPA BUNGKIL/kilogram
T;KELAPA PARUT;bag;60000;KELAPA PARUT/bag
T;KELAPA PARUT;gram;60000;KELAPA PARUT/gram
T;KELAPA PARUT;kemasan;60000;KELAPA PARUT/kemasan
T;KELAPA PARUT;kilogram;60000;KELAPA PARUT/kilogram
T;KELAPA PARUT;kilogram per second;60000;KELAPA PARUT/kilogram per second
T;KELAPA PARUT;ton;60000;KELAPA PARUT/ton
T;KELAPA SERABUT;box;60000;KELAPA SERABUT/box
T;KELAPA SERABUT;buah/butir/batang;60000;KELAPA SERABUT/buah/butir/batang
T;KELAPA SERABUT;gram;60000;KELAPA SERABUT/gram
T;KELAPA SERABUT;kilogram;60000;KELAPA SERABUT/kilogram
T;KELAPA SERABUT;meter kubik;60000;KELAPA SERABUT/meter kubik
T;KELAPA SERABUT;ton;60000;KELAPA SERABUT/ton
T;KELAPA TEMPURUNG;buah/butir/batang;60000;KELAPA TEMPURUNG/buah/butir/batang
T;KELAPA TEMPURUNG;kilogram;60000;KELAPA TEMPURUNG/kilogram
T;KELAPA TEMPURUNG;ton;60000;KELAPA TEMPURUNG/ton
T;KELOR;box;60000;KELOR/box
T;KELOR;buah/butir/batang;60000;KELOR/buah/butir/batang
T;KELOR;gram;60000;KELOR/gram
T;KELOR;kemasan;60000;KELOR/kemasan
T;KELOR;kilogram;60000;KELOR/kilogram
T;KELOR;liter;60000;KELOR/liter
T;KEMENYAN;kilogram;60000;KEMENYAN/kilogram
T;KEMIRI;carton;60000;KEMIRI/carton
T;KEMIRI;gram;60000;KEMIRI/gram
T;KEMIRI;kemasan;60000;KEMIRI/kemasan
T;KEMIRI;kilogram;60000;KEMIRI/kilogram
T;KEMIRI;sack;60000;KEMIRI/sack
T;KEMIRI;ton;60000;KEMIRI/ton
T;KEMUKUS;gram;60000;KEMUKUS/gram
T;KEMUKUS;kilogram;60000;KEMUKUS/kilogram
T;KENCUR;buah/butir/batang;60000;KENCUR/buah/butir/batang
T;KENCUR;carton;60000;KENCUR/carton
T;KENCUR;gram;60000;KENCUR/gram
T;KENCUR;kilogram;60000;KENCUR/kilogram
T;KENTANG;bag;60000;KENTANG/bag
T;KENTANG;kilogram;60000;KENTANG/kilogram
T;KENTANG;ton;60000;KENTANG/ton
T;KENTANG BEKU;box;60000;KENTANG BEKU/box
T;KENTANG BEKU;kilogram;60000;KENTANG BEKU/kilogram
T;KENTANG IRIS BEKU;kilogram;60000;KENTANG IRIS BEKU/kilogram
T;KENTANG KONSUMSI;kilogram;60000;KENTANG KONSUMSI/kilogram
T;KENTANG KONSUMSI;ton;60000;KENTANG KONSUMSI/ton
T;Kepayang atau Kluwek;carton;60000;Kepayang atau Kluwek/carton
T;Kepayang atau Kluwek;kilogram;60000;Kepayang atau Kluwek/kilogram
T;Kepayang atau Kluwek;meter kubik;60000;Kepayang atau Kluwek/meter kubik
T;KERAJINAN TANGAN;cubic centimetre;60000;KERAJINAN TANGAN/cubic centimetre
T;KERAJINAN TANGAN;kilogram;60000;KERAJINAN TANGAN/kilogram
T;KERAJINAN TANGAN;meter kubik;60000;KERAJINAN TANGAN/meter kubik
T;KERAJINAN TANGAN;ton;60000;KERAJINAN TANGAN/ton
T;KERTAS;buah/butir/batang;60000;KERTAS/buah/butir/batang
T;KERTAS;kilogram;60000;KERTAS/kilogram
T;KERTAS;meter kubik;60000;KERTAS/meter kubik
T;KERTAS;ton;60000;KERTAS/ton
T;KETAPANG BIJI;buah/butir/batang;60000;KETAPANG BIJI/buah/butir/batang
T;KETAPANG BIJI;gram;60000;KETAPANG BIJI/gram
T;KETAPANG BIJI;kilogram;60000;KETAPANG BIJI/kilogram
T;KETIMUN;kilogram;60000;KETIMUN/kilogram
T;KETIMUN;meter kubik;60000;KETIMUN/meter kubik
T;KETUMBAR;bag;60000;KETUMBAR/bag
T;KETUMBAR;buah/butir/batang;60000;KETUMBAR/buah/butir/batang
T;KETUMBAR;gram;60000;KETUMBAR/gram
T;KETUMBAR;kilogram;60000;KETUMBAR/kilogram
T;KETUMBAR;meter kubik;60000;KETUMBAR/meter kubik
T;KETUMBAR;ton;60000;KETUMBAR/ton
T;KINCUNG;kilogram;60000;KINCUNG/kilogram
T;KISMIS;carton;60000;KISMIS/carton
T;KISMIS;case;60000;KISMIS/case
T;KISMIS;kilogram;60000;KISMIS/kilogram
T;KISMIS;ton;60000;KISMIS/ton
T;KOLANG-KALING;kilogram;60000;KOLANG-KALING/kilogram
T;KOPI BIJI;bag;60000;KOPI BIJI/bag
T;KOPI BIJI;box;60000;KOPI BIJI/box
T;KOPI BIJI;buah/butir/batang;60000;KOPI BIJI/buah/butir/batang
T;KOPI BIJI;carton;60000;KOPI BIJI/carton
T;KOPI BIJI;case;60000;KOPI BIJI/case
T;KOPI BIJI;each;60000;KOPI BIJI/each
T;KOPI BIJI;gram;60000;KOPI BIJI/gram
T;KOPI BIJI;kemasan;60000;KOPI BIJI/kemasan
T;KOPI BIJI;kilogram;60000;KOPI BIJI/kilogram
T;KOPI BIJI;kilogram per second;60000;KOPI BIJI/kilogram per second
T;KOPI BIJI;meter kubik;60000;KOPI BIJI/meter kubik
T;KOPI BIJI;ton;60000;KOPI BIJI/ton
T;KOPI BUBUK;box;60000;KOPI BUBUK/box
T;KOPI BUBUK;gram;60000;KOPI BUBUK/gram
T;KOPI BUBUK;kemasan;60000;KOPI BUBUK/kemasan
T;KOPI BUBUK;kilogram;60000;KOPI BUBUK/kilogram
T;KOPI BUBUK;ton;60000;KOPI BUBUK/ton
T;KOPI INSTAN;box;60000;KOPI INSTAN/box
T;KOPI INSTAN;case;60000;KOPI INSTAN/case
T;KOPI INSTAN;gram;60000;KOPI INSTAN/gram
T;KOPI INSTAN;kilogram;60000;KOPI INSTAN/kilogram
T;KOPRA;bag;60000;KOPRA/bag
T;KOPRA;kilogram;60000;KOPRA/kilogram
T;KOPRA;ton;60000;KOPRA/ton
T;KRIPTANTUS;kilogram;60000;KRIPTANTUS/kilogram
T;KUCAI;buah/butir/batang;60000;KUCAI/buah/butir/batang
T;KUCAI;kilogram;60000;KUCAI/kilogram
T;Kulit Buah Manggis;buah/butir/batang;60000;Kulit Buah Manggis/buah/butir/batang
T;Kulit Buah Manggis;kilogram;60000;Kulit Buah Manggis/kilogram
T;KULIT KAYU;gram;60000;KULIT KAYU/gram
T;KULIT KAYU;kilogram;60000;KULIT KAYU/kilogram
T;KULIT KAYU;meter kubik;60000;KULIT KAYU/meter kubik
T;KULIT KAYU ARAU;buah/butir/batang;60000;KULIT KAYU ARAU/buah/butir/batang
T;KULIT KAYU ARAU;kilogram;60000;KULIT KAYU ARAU/kilogram
T;KULIT KAYU MANIS;bag;60000;KULIT KAYU MANIS/bag
T;KULIT KAYU MANIS;buah/butir/batang;60000;KULIT KAYU MANIS/buah/butir/batang
T;KULIT KAYU MANIS;gram;60000;KULIT KAYU MANIS/gram
T;KULIT KAYU MANIS;kilogram;60000;KULIT KAYU MANIS/kilogram
T;KULIT KAYU MANIS;ton;60000;KULIT KAYU MANIS/ton
T;KULIT KAYU SERBUK;kilogram;60000;KULIT KAYU SERBUK/kilogram
T;KULIT KINA;gram;60000;KULIT KINA/gram
T;KULIT KINA;kilogram;60000;KULIT KINA/kilogram
T;KUMIS KUCING;gram;60000;KUMIS KUCING/gram
T;KUMIS KUCING;kilogram;60000;KUMIS KUCING/kilogram
T;KUNYIT;bag;60000;KUNYIT/bag
T;KUNYIT;box;60000;KUNYIT/box
T;KUNYIT;carton;60000;KUNYIT/carton
T;KUNYIT;gram;60000;KUNYIT/gram
T;KUNYIT;kemasan;60000;KUNYIT/kemasan
T;KUNYIT;kilogram;60000;KUNYIT/kilogram
T;KUNYIT;kilogram per second;60000;KUNYIT/kilogram per second
T;KUPING GAJAH;buah/butir/batang;60000;KUPING GAJAH/buah/butir/batang
T;KUPING GAJAH;gram;60000;KUPING GAJAH/gram
T;KUPING GAJAH;kilogram;60000;KUPING GAJAH/kilogram
T;KWACI;carton;60000;KWACI/carton
T;KWACI;kilogram;60000;KWACI/kilogram
T;LABISIA TURTLE;buah/butir/batang;60000;LABISIA TURTLE/buah/butir/batang
T;LABISIA TURTLE;gram;60000;LABISIA TURTLE/gram
T;LABISIA TURTLE;kemasan;60000;LABISIA TURTLE/kemasan
T;LABISIA TURTLE;kilogram;60000;LABISIA TURTLE/kilogram
T;LABU BEKU;kilogram;60000;LABU BEKU/kilogram
T;LADA BIJI;bag;60000;LADA BIJI/bag
T;LADA BIJI;box;60000;LADA BIJI/box
T;LADA BIJI;buah/butir/batang;60000;LADA BIJI/buah/butir/batang
T;LADA BIJI;gram;60000;LADA BIJI/gram
T;LADA BIJI;kilogram;60000;LADA BIJI/kilogram
T;LADA BIJI;ton;60000;LADA BIJI/ton
T;LADA BUBUK;bag;60000;LADA BUBUK/bag
T;LADA BUBUK;carton;60000;LADA BUBUK/carton
T;LADA BUBUK;gram;60000;LADA BUBUK/gram
T;LADA BUBUK;kilogram;60000;LADA BUBUK/kilogram
T;LADA BUBUK;ton;60000;LADA BUBUK/ton
T;LAIN-LAIN;bag;60000;LAIN-LAIN/bag
T;LAIN-LAIN;box;60000;LAIN-LAIN/box
T;LAIN-LAIN;buah/butir/batang;60000;LAIN-LAIN/buah/butir/batang
T;LAIN-LAIN;carton;60000;LAIN-LAIN/carton
T;LAIN-LAIN;gram;60000;LAIN-LAIN/gram
T;LAIN-LAIN;kemasan;60000;LAIN-LAIN/kemasan
T;LAIN-LAIN;kilogram;60000;LAIN-LAIN/kilogram
T;LAIN-LAIN;liter;60000;LAIN-LAIN/liter
T;LAIN-LAIN;meter kubik;60000;LAIN-LAIN/meter kubik
T;LAIN-LAIN;peti kemas;60000;LAIN-LAIN/peti kemas
T;LAIN-LAIN;ton;60000;LAIN-LAIN/ton
T;LAIN-LAIN;vial;60000;LAIN-LAIN/vial
T;LAMTORO GUNG;gram;60000;LAMTORO GUNG/gram
T;LAMTORO GUNG;kilogram;60000;LAMTORO GUNG/kilogram
T;LANGSAT;kilogram;60000;LANGSAT/kilogram
T;Lembaga Jagung;gram;60000;Lembaga Jagung/gram
T;Lembaga Jagung;kilogram;60000;Lembaga Jagung/kilogram
T;LENCAK BEKU;kilogram;60000;LENCAK BEKU/kilogram
T;LENGKUAS;carton;60000;LENGKUAS/carton
T;LENGKUAS;gram;60000;LENGKUAS/gram
T;LENGKUAS;kilogram;60000;LENGKUAS/kilogram
T;LIANA;kilogram;60000;LIANA/kilogram
T;LICORICE TEPUNG;kilogram;60000;LICORICE TEPUNG/kilogram
T;LIDAH BUAYA;buah/butir/batang;60000;LIDAH BUAYA/buah/butir/batang
T;LIDAH BUAYA;kilogram;60000;LIDAH BUAYA/kilogram
T;LIDAH MERTUA;buah/butir/batang;60000;LIDAH MERTUA/buah/butir/batang
T;LIDI;kilogram;60000;LIDI/kilogram
T;LIMBAH KAPAS;kilogram;60000;LIMBAH KAPAS/kilogram
T;LIMBAH KAPAS;ton;60000;LIMBAH KAPAS/ton
T;LIMNOPHILA;buah/butir/batang;60000;LIMNOPHILA/buah/butir/batang
T;LINDERINA ROTUNDIFOLIA;buah/butir/batang;60000;LINDERINA ROTUNDIFOLIA/buah/butir/batang
T;LINEN;kilogram;60000;LINEN/kilogram
T;LINEN;meter kubik;60000;LINEN/meter kubik
T;LOBAK BEKU;buah/butir/batang;60000;LOBAK BEKU/buah/butir/batang
T;LOBAK BEKU;kilogram;60000;LOBAK BEKU/kilogram
T;LOBAK BUNGKIL;kilogram;60000;LOBAK BUNGKIL/kilogram
T;LOBAK CINA HIJAU;kilogram;60000;LOBAK CINA HIJAU/kilogram
T;LOBAK REBUS;buah/butir/batang;60000;LOBAK REBUS/buah/butir/batang
T;LOBAK REBUS;kilogram;60000;LOBAK REBUS/kilogram
T;LOBELIA;buah/butir/batang;60000;LOBELIA/buah/butir/batang
T;LOTUS ROOTS;carton;60000;LOTUS ROOTS/carton
T;LOTUS ROOTS;kilogram;60000;LOTUS ROOTS/kilogram
T;LUDWIGIA;buah/butir/batang;60000;LUDWIGIA/buah/butir/batang
T;LUMUT;bag;60000;LUMUT/bag
T;LUMUT;buah/butir/batang;60000;LUMUT/buah/butir/batang
T;LUMUT;kilogram;60000;LUMUT/kilogram
T;LUMUT;kilogram per second;60000;LUMUT/kilogram per second
T;LYSIMMACHI NUMMULIRIA;buah/butir/batang;60000;LYSIMMACHI NUMMULIRIA/buah/butir/batang
T;MACA;kilogram;60000;MACA/kilogram
T;MACADAMIA;carton;60000;MACADAMIA/carton
T;MACADAMIA;kilogram;60000;MACADAMIA/kilogram
T;MAHONI;cubic centimetre;60000;MAHONI/cubic centimetre
T;MAHONI;gram;60000;MAHONI/gram
T;MAHONI;kilogram;60000;MAHONI/kilogram
T;MAHONI;meter kubik;60000;MAHONI/meter kubik
T;MAJAKANI;kilogram;60000;MAJAKANI/kilogram
T;MAJAKANI;ton;60000;MAJAKANI/ton
T;MAKADAMIA;kilogram;60000;MAKADAMIA/kilogram
T;MAKANAN BURUNG KENARI;buah/butir/batang;60000;MAKANAN BURUNG KENARI/buah/butir/batang
T;MAKANAN BURUNG KENARI;kilogram;60000;MAKANAN BURUNG KENARI/kilogram
T;MAKANAN BURUNG KENARI;ton;60000;MAKANAN BURUNG KENARI/ton
T;MAKANAN KERING;kilogram;60000;MAKANAN KERING/kilogram
T;MAKANAN KUDA;kilogram;60000;MAKANAN KUDA/kilogram
T;Maltodextrin;gram;60000;Maltodextrin/gram
T;Maltodextrin;kilogram;60000;Maltodextrin/kilogram
T;MAMEY SAPOTE;buah/butir/batang;60000;MAMEY SAPOTE/buah/butir/batang
T;MAMEY SAPOTE;gram;60000;MAMEY SAPOTE/gram
T;MAMEY SAPOTE;kilogram;60000;MAMEY SAPOTE/kilogram
T;MANISAN KELAPA;kilogram;60000;MANISAN KELAPA/kilogram
T;MARJORAM;kilogram;60000;MARJORAM/kilogram
T;MARJORAM;ton;60000;MARJORAM/ton
T;MARSILEA CRENATA;buah/butir/batang;60000;MARSILEA CRENATA/buah/butir/batang
T;MASOHI;buah/butir/batang;60000;MASOHI/buah/butir/batang
T;MASOHI;kilogram;60000;MASOHI/kilogram
T;MATOA;buah/butir/batang;60000;MATOA/buah/butir/batang
T;MATOA;kilogram;60000;MATOA/kilogram
T;MATOA;meter kubik;60000;MATOA/meter kubik
T;MAYACA;buah/butir/batang;60000;MAYACA/buah/butir/batang
T;MEDE BIJI;kilogram;60000;MEDE BIJI/kilogram
T;MEDIA TANAM/SERBUK KELAPA;box;60000;MEDIA TANAM/SERBUK KELAPA/box
T;MEDIA TANAM/SERBUK KELAPA;gram;60000;MEDIA TANAM/SERBUK KELAPA/gram
T;MEDIA TANAM/SERBUK KELAPA;kemasan;60000;MEDIA TANAM/SERBUK KELAPA/kemasan
T;MEDIA TANAM/SERBUK KELAPA;kilogram;60000;MEDIA TANAM/SERBUK KELAPA/kilogram
T;MEDIA TANAM/SERBUK KELAPA;ton;60000;MEDIA TANAM/SERBUK KELAPA/ton
T;MEDIA TANAMAN;box;60000;MEDIA TANAMAN/box
T;MEDIA TANAMAN;buah/butir/batang;60000;MEDIA TANAMAN/buah/butir/batang
T;MEDIA TANAMAN;kilogram;60000;MEDIA TANAMAN/kilogram
T;MEDIA TANAMAN;liter;60000;MEDIA TANAMAN/liter
T;MELINJO BEKU;kilogram;60000;MELINJO BEKU/kilogram
T;MELINJO BIJI;gram;60000;MELINJO BIJI/gram
T;MELINJO BIJI;kilogram;60000;MELINJO BIJI/kilogram
T;MENDONG;meter kubik;60000;MENDONG/meter kubik
T;MENGKUDU;kilogram;60000;MENGKUDU/kilogram
T;MICROSORIUM;buah/butir/batang;60000;MICROSORIUM/buah/butir/batang
T;MIE;kilogram;60000;MIE/kilogram
T;MIE;meter kubik;60000;MIE/meter kubik
T;MILLET;kilogram;60000;MILLET/kilogram
T;MILLET;ton;60000;MILLET/ton
T;MINI AMAZON SWORD;buah/butir/batang;60000;MINI AMAZON SWORD/buah/butir/batang
T;MINYAK JARAK;kilogram;60000;MINYAK JARAK/kilogram
T;MINYAK KEDELAI;kilogram;60000;MINYAK KEDELAI/kilogram
T;MINYAK KELAPA;kilogram;60000;MINYAK KELAPA/kilogram
T;MINYAK KELAPA;liter;60000;MINYAK KELAPA/liter
T;MINYAK KELAPA;ton;60000;MINYAK KELAPA/ton
T;MINYAK KELAPA MENTAH;kilogram;60000;MINYAK KELAPA MENTAH/kilogram
T;MINYAK KELAPA MENTAH;ton;60000;MINYAK KELAPA MENTAH/ton
T;Minyak Kulit Mete;kilogram;60000;Minyak Kulit Mete/kilogram
T;MINYAK NILAM;botol;60000;MINYAK NILAM/botol
T;MINYAK NILAM;buah/butir/batang;60000;MINYAK NILAM/buah/butir/batang
T;MINYAK NILAM;kilogram;60000;MINYAK NILAM/kilogram
T;MINYAK NILAM;liter;60000;MINYAK NILAM/liter
T;MINYAK SAWIT;gram;60000;MINYAK SAWIT/gram
T;MINYAK SAWIT;kilogram;60000;MINYAK SAWIT/kilogram
T;MINYAK SAWIT;peti kemas;60000;MINYAK SAWIT/peti kemas
T;MINYAK SAWIT;ton;60000;MINYAK SAWIT/ton
T;MINYAK SAWIT MENTAH;kilogram;60000;MINYAK SAWIT MENTAH/kilogram
T;MINYAK SAWIT MENTAH;ton;60000;MINYAK SAWIT MENTAH/ton
T;MINYAK SAYUR;kilogram;60000;MINYAK SAYUR/kilogram
T;MINYAK SAYUR;liter;60000;MINYAK SAYUR/liter
T;MONSTERA VARIGATA;box;60000;MONSTERA VARIGATA/box
T;MONSTERA VARIGATA;buah/butir/batang;60000;MONSTERA VARIGATA/buah/butir/batang
T;MOULDING;meter kubik;60000;MOULDING/meter kubik
T;MYRIPHYLLUM;buah/butir/batang;60000;MYRIPHYLLUM/buah/butir/batang
T;NEKTARIN;buah/butir/batang;60000;NEKTARIN/buah/butir/batang
T;NEKTARIN;kilogram;60000;NEKTARIN/kilogram
T;NENAS IRISAN;kilogram;60000;NENAS IRISAN/kilogram
T;NENAS SIRUP;kilogram;60000;NENAS SIRUP/kilogram
T;NHYMPEA SPRED LOTUS;kilogram;60000;NHYMPEA SPRED LOTUS/kilogram
T;NIGER BIJI;kilogram;60000;NIGER BIJI/kilogram
T;NIGER BIJI;ton;60000;NIGER BIJI/ton
T;NIPAH;buah/butir/batang;60000;NIPAH/buah/butir/batang
T;NIPAH;kilogram;60000;NIPAH/kilogram
T;NIPAH;meter kubik;60000;NIPAH/meter kubik
