id_area;no1;no2;latitute;longitute;Latitude_Decimal;Longitude_Decimal
9;716;52;"4°24'9""N";"131°37'17""E";4,4025;131,621389
9;716;53;"3°4'51""N";"130°59'59""E";3,080833;130,999722
9;716;54;"3°1'5""N";"130°58'57""E";3,018056;130,9825
9;716;55;"2°58'11""N";"130°58'59""E";2,969722;130,983056
9;716;56;"2°54'16""N";"131°0'13""E";2,904444;131,003611
9;716;56;"2°54'16""N";"131°0'13""E";2,904444;131,003611
10;717;1;"2°51'31""N";"131°2'3""E";2,858611;131,034167
10;717;2;"2°49'37""N";"131°4'6""E";2,826944;131,068333
10;717;3;"2°48'7""N";"131°6'56""E";2,801944;131,115556
10;717;4;"2°35'35""N";"131°40'18""E";2,593056;131,671667
10;717;5;"2°35'12""N";"131°41'30""E";2,586667;131,691667
10;717;6;"2°34'40""N";"131°45'39""E";2,577778;131,760833
10;717;7;"2°35'30""N";"131°50'6""E";2,591667;131,835
10;717;8;"2°38'14""N";"131°55'3""E";2,637222;131,9175
10;717;9;"2°41'17""N";"131°57'50""E";2,688056;131,963889
10;717;10;"2°44'1""N";"131°59'36""E";2,733611;131,993333
10;717;11;"4°11'18""N";"132°29'12""E";4,188333;132,486667
10;717;12;"4°4'23""N";"132°44'41""E";4,073056;132,744722
10;717;13;"3°58'38""N";"132°55'25""E";3,977222;132,923611
10;717;14;"4°0'36""N";"132°59'53""E";4,01;132,998056
10;717;15;"4°5'23""N";"133°12'22""E";4,089722;133,206111
10;717;16;"4°12'24""N";"133°38'8""E";4,206667;133,635556
10;717;17;"4°15'27""N";"133°58'41""E";4,2575;133,978056
10;717;18;"4°16'13""N";"134°25'22""E";4,270278;134,422778
10;717;19;"4°15'6""N";"134°40'11""E";4,251667;134,669722
10;717;20;"4°12'45""N";"134°56'9""E";4,2125;134,935833
10;717;21;"4°7'8""N";"135°19'12""E";4,118889;135,32
10;717;22;"4°0'1""N";"135°38'42""E";4,000278;135,645
10;717;23;"3°55'43""N";"135°48'9""E";3,928611;135,8025
10;717;24;"3°50'12""N";"135°58'40""E";3,836667;135,977778
10;717;25;"3°41'38""N";"136°12'32""E";3,693889;136,208889
10;717;26;"3°23'15""N";"136°35'47""E";3,3875;136,596389
10;717;27;"3°7'19""N";"136°51'18""E";3,121944;136,855
10;717;28;"2°50'59""N";"137°4'7""E";2,849722;137,068611
10;717;29;"2°10'36""N";"137°32'30""E";2,176667;137,541667
10;717;30;"2°0'51""N";"137°47'34""E";2,014167;137,792778
10;717;31;"1°48'59""N";"138°35'1""E";1,816389;138,583611
10;717;32;"1°43'22""N";"139°12'33""E";1,722778;139,209167
10;717;33;"1°42'40""N";"139°16'55""E";1,711111;139,281944
10;717;34;"1°41'35""N";"139°22'41""E";1,693056;139,378056
10;717;35;"1°39'17""N";"139°32'42""E";1,654722;139,545
10;717;36;"1°36'1""N";"139°44'0""E";1,600278;139,733333
10;717;37;"1°32'38""N";"139°53'43""E";1,543889;139,895278
10;717;38;"1°28'45""N";"140°3'14""E";1,479167;140,053889
10;717;39;"1°23'3""N";"140°15'9""E";1,384167;140,2525
10;717;40;"1°5'37""N";"140°48'43""E";1,093611;140,811944
10;717;41;"1°1'35""N";"140°48'48""E";1,026389;140,813333
10;717;42;"0°44'10""N";"140°49'10""E";0,736111;140,819444
10;717;43;"1°4'35""S";"141°24'0""E";-1,076389;141,4
10;717;44;"2°8'30""S";"141°1'30""E";-2,141667;141,025
10;717;45;"2°36'16""S";"141°0'0""E";-2,604444;141
11;718;1;"9°7'40""S";"141°1'10""E";-9,127778;141,019444
11;718;2;"9°8'8""S";"141°1'14""E";-9,135556;141,020556
11;718;3;"9°23'0""S";"140°52'0""E";-9,383333;140,866667
11;718;4;"9°24'30""S";"140°49'30""E";-9,408333;140,825
11;718;5;"9°52'0""S";"140°29'0""E";-9,866667;140,483333
11;718;6;"10°24'0""S";"139°46'0""E";-10,4;139,766667
11;718;7;"10°50'0""S";"139°12'0""E";-10,833333;139,2
11;718;8;"10°24'0""S";"138°38'0""E";-10,4;138,633333
11;718;9;"10°22'0""S";"138°35'0""E";-10,366667;138,583333
11;718;10;"10°9'0""S";"138°13'0""E";-10,15;138,216667
11;718;11;"9°57'0""S";"137°45'0""E";-9,95;137,75
11;718;12;"9°8'0""S";"135°29'0""E";-9,133333;135,483333
11;718;13;"9°17'0""S";"135°13'0""E";-9,283333;135,216667
11;718;14;"9°22'0""S";"135°3'0""E";-9,366667;135,05
11;718;15;"9°25'0""S";"134°50'0""E";-9,416667;134,833333
11;718;16;"9°4'58""S";"133°55'31""E";-9,082778;133,925278
11;718;17;"8°53'0""S";"133°23'0""E";-8,883333;133,383333
11;718;18;"9°6'0""S";"132°46'0""E";-9,1;132,766667
11;718;19;"9°14'0""S";"132°33'0""E";-9,233333;132,55
11;718;20;"9°16'0""S";"132°30'0""E";-9,266667;132,5
11;718;21;"9°20'0""S";"132°20'0""E";-9,333333;132,333333
11;718;22;"9°23'0""S";"132°12'0""E";-9,383333;132,2
11;718;23;"9°31'0""S";"131°58'0""E";-9,516667;131,966667
11;718;24;"9°33'0""S";"131°52'0""E";-9,55;131,866667
11;718;25;"9°36'0""S";"131°43'0""E";-9,6;131,716667
11;718;26;"9°40'0""S";"131°31'0""E";-9,666667;131,516667
11;718;27;"9°42'0""S";"131°28'0""E";-9,7;131,466667
11;718;28;"9°47'0""S";"130°55'0""E";-9,783333;130,916667
11;718;29;"9°45'0""S";"130°43'0""E";-9,75;130,716667
11;718;30;"9°39'0""S";"130°6'0""E";-9,65;130,1
11;718;31;"9°45'0""S";"129°30'0""E";-9,75;129,5
11;718;32;"9°59'0""S";"129°1'0""E";-9,983333;129,016667
11;718;33;"10°26'60""S";"128°18'0""E";-10,45;128,3
11;718;34;"10°28'0""S";"128°14'0""E";-10,466667;128,233333
11;718;35;"10°29'55""S";"128°12'12""E";-10,498611;128,203333
11;718;36;"10°11'16""S";"128°7'39""E";-10,187778;128,1275
11;718;37;"9°56'36""S";"128°3'39""E";-9,943333;128,060833
11;718;38;"9°43'3""S";"127°59'31""E";-9,7175;127,991944
11;718;39;"9°26'39""S";"127°55'13""E";-9,444167;127,920278
11;718;40;"9°10'34""S";"127°51'55""E";-9,176111;127,865278
11;718;41;"8°56'7""S";"127°47'54""E";-8,935278;127,798333
11;718;42;"8°44'2""S";"127°43'34""E";-8,733889;127,726111
11;718;43;"8°34'18""S";"127°38'55""E";-8,571667;127,648611
11;718;44;"8°24'38""S";"127°32'24""E";-8,410556;127,54
11;718;45;"8°19'36""S";"127°26'45""E";-8,326667;127,445833
